country,date,exchange,buying_cash,selling_cash,sending_money,getting_money,buying_TC,selling_check
SWITZERLAND,2005.03.21,863.87,881.06,846.68,872.50,855.24,863.00,854.61
SWITZERLAND,2005.03.18,867.64,884.90,850.38,876.31,858.97,867.00,858.34
SWITZERLAND,2005.03.17,868.51,885.79,851.23,877.19,859.83,868.00,859.20
SWITZERLAND,2005.03.16,862.07,879.22,844.92,870.69,853.45,862.00,852.82
SWITZERLAND,2005.03.15,866.09,883.32,848.86,874.75,857.43,866.00,856.80
SWITZERLAND,2005.03.14,869.58,886.88,852.28,878.27,860.89,869.00,860.26
SWITZERLAND,2005.03.11,868.09,885.36,850.82,876.77,859.41,868.00,858.78
SWITZERLAND,2005.03.10,866.55,883.79,849.31,875.21,857.89,866.00,857.26
SWITZERLAND,2005.03.09,861.95,879.10,844.80,870.56,853.34,861.00,852.71
SWITZERLAND,2005.03.08,856.18,873.21,839.15,864.74,847.62,856.00,847.00
SWITZERLAND,2005.03.07,859.00,876.09,841.91,867.59,850.41,859.00,849.79
SWITZERLAND,2005.03.04,854.26,871.25,837.27,862.80,845.72,854.00,845.10
SWITZERLAND,2005.03.03,857.19,874.24,840.14,865.76,848.62,857.00,848.00
SWITZERLAND,2005.03.02,862.56,879.72,845.40,871.18,853.94,862.00,853.31
SWITZERLAND,2005.02.28,867.54,884.80,850.28,876.21,858.87,867.00,858.24
SWITZERLAND,2005.02.25,862.33,879.49,845.17,870.95,853.71,862.00,853.08
SWITZERLAND,2005.02.24,866.93,884.18,849.68,875.59,858.27,866.00,857.64
SWITZERLAND,2005.02.23,864.60,881.80,847.40,873.24,855.96,864.00,855.33
SWITZERLAND,2005.02.22,861.36,878.50,844.22,869.97,852.75,861.00,852.12
SWITZERLAND,2005.02.21,865.29,882.50,848.08,873.94,856.64,865.00,856.01
SWITZERLAND,2005.02.18,865.68,882.90,848.46,874.33,857.03,865.00,856.40
SWITZERLAND,2005.02.17,864.61,881.81,847.41,873.25,855.97,864.00,855.34
SWITZERLAND,2005.02.16,862.72,879.88,845.56,871.34,854.10,862.00,853.47
SWITZERLAND,2005.02.15,857.92,874.99,840.85,866.49,849.35,857.00,848.73
SWITZERLAND,2005.02.14,853.89,870.88,836.90,862.42,845.36,853.00,844.74
SWITZERLAND,2005.02.11,856.01,873.04,838.98,864.57,847.45,856.00,846.82
SWITZERLAND,2005.02.07,846.66,863.50,829.82,855.12,838.20,846.00,837.58
SWITZERLAND,2005.02.04,854.16,871.15,837.17,862.70,845.62,854.00,845.00
SWITZERLAND,2005.02.03,857.82,874.89,840.75,866.39,849.25,857.00,848.63
SWITZERLAND,2005.02.02,865.15,882.36,847.94,873.80,856.50,865.00,855.87
SWITZERLAND,2005.02.01,865.37,882.59,848.15,874.02,856.72,865.00,856.09
SWITZERLAND,2005.01.31,862.63,879.79,845.47,871.25,854.01,862.00,853.38
SWITZERLAND,2005.01.28,864.95,882.16,847.74,873.59,856.31,864.00,855.69
SWITZERLAND,2005.01.27,870.87,888.20,853.54,879.57,862.17,870.00,861.54
SWITZERLAND,2005.01.26,865.51,882.73,848.29,874.16,856.86,865.00,856.23
SWITZERLAND,2005.01.25,869.56,886.86,852.26,878.25,860.87,869.00,860.23
SWITZERLAND,2005.01.24,872.82,890.18,855.46,881.54,864.10,872.00,863.47
SWITZERLAND,2005.01.21,870.08,887.39,852.77,878.78,861.38,870.00,860.75
SWITZERLAND,2005.01.20,873.07,890.44,855.70,881.80,864.34,873.00,863.71
SWITZERLAND,2005.01.19,870.69,888.01,853.37,879.39,861.99,870.00,861.36
SWITZERLAND,2005.01.18,874.01,891.40,856.62,882.75,865.27,874.00,864.64
SWITZERLAND,2005.01.17,877.79,895.25,860.33,886.56,869.02,877.00,868.38
SWITZERLAND,2005.01.14,883.35,900.92,865.78,892.18,874.52,883.00,873.88
SWITZERLAND,2005.01.13,887.69,905.35,870.03,896.56,878.82,887.00,878.17
SWITZERLAND,2005.01.12,882.61,900.17,865.05,891.43,873.79,882.00,873.15
SWITZERLAND,2005.01.11,887.85,905.51,870.19,896.72,878.98,887.00,878.34
SWITZERLAND,2005.01.10,890.62,908.34,872.90,899.52,881.72,890.00,881.08
SWITZERLAND,2005.01.07,897.14,914.99,879.29,906.11,888.17,897.00,887.52
SWITZERLAND,2005.01.06,904.55,922.55,886.55,913.59,895.51,904.00,894.86
SWITZERLAND,2005.01.05,896.96,914.80,879.12,905.92,888.00,896.00,887.36
SWITZERLAND,2005.01.04,905.58,923.60,887.56,914.63,896.53,905.00,895.89
SWITZERLAND,2005.01.03,905.14,923.15,887.13,914.19,896.09,905.00,895.45
SWITZERLAND,2004.12.31,915.12,933.33,896.91,924.27,905.97,915.00,905.32
SWITZERLAND,2004.12.30,920.32,938.63,902.01,929.52,911.12,920.00,910.46
SWITZERLAND,2004.12.29,920.42,938.73,902.11,929.62,911.22,920.00,910.55
SWITZERLAND,2004.12.28,918.58,936.85,900.31,927.76,909.40,918.00,908.73
SWITZERLAND,2004.12.27,917.49,935.74,899.24,926.66,908.32,917.00,907.65
SWITZERLAND,2004.12.24,916.13,934.36,897.90,925.29,906.97,916.00,906.31
SWITZERLAND,2004.12.23,914.27,932.46,896.08,923.41,905.13,914.00,904.47
SWITZERLAND,2004.12.22,913.70,931.88,895.52,922.83,904.57,913.00,903.91
SWITZERLAND,2004.12.21,919.02,937.30,900.74,928.21,909.83,919.00,909.16
SWITZERLAND,2004.12.20,916.19,934.42,897.96,925.35,907.03,916.00,906.37
SWITZERLAND,2004.12.17,917.75,936.01,899.49,926.92,908.58,917.00,907.91
SWITZERLAND,2004.12.16,926.25,944.68,907.82,935.51,916.99,926.00,916.31
SWITZERLAND,2004.12.15,920.21,938.52,901.90,929.41,911.01,920.00,910.33
SWITZERLAND,2004.12.14,916.81,935.05,898.57,925.97,907.65,916.00,906.98
SWITZERLAND,2004.12.13,916.93,935.17,898.69,926.09,907.77,916.00,907.10
SWITZERLAND,2004.12.10,922.72,941.08,904.36,931.94,913.50,922.00,912.83
SWITZERLAND,2004.12.09,917.33,935.58,899.08,926.50,908.16,917.00,907.50
SWITZERLAND,2004.12.08,923.65,942.03,905.27,932.88,914.42,923.00,913.75
SWITZERLAND,2004.12.07,918.05,936.31,899.79,927.23,908.87,918.00,908.21
SWITZERLAND,2004.12.06,919.03,937.31,900.75,928.22,909.84,919.00,909.17
SWITZERLAND,2004.12.03,908.17,926.24,890.10,917.25,899.09,908.00,898.44
SWITZERLAND,2004.12.02,915.20,933.41,896.99,924.35,906.05,915.00,905.40
SWITZERLAND,2004.12.01,920.77,939.09,902.45,929.97,911.57,920.00,910.91
SWITZERLAND,2004.11.30,917.85,936.11,899.59,927.02,908.68,917.00,908.02
SWITZERLAND,2004.11.29,916.09,934.32,897.86,925.25,906.93,916.00,906.29
SWITZERLAND,2004.11.26,922.55,940.90,904.20,931.77,913.33,922.00,912.69
SWITZERLAND,2004.11.25,923.72,942.10,905.34,932.95,914.49,923.00,913.85
SWITZERLAND,2004.11.24,922.03,940.37,903.69,931.25,912.81,922.00,912.17
SWITZERLAND,2004.11.23,913.36,931.53,895.19,922.49,904.23,913.00,903.59
SWITZERLAND,2004.11.22,917.14,935.39,898.89,926.31,907.97,917.00,907.32
SWITZERLAND,2004.11.19,914.12,932.31,895.93,923.26,904.98,914.00,904.33
SWITZERLAND,2004.11.18,917.97,936.23,899.71,927.14,908.80,917.00,908.15
SWITZERLAND,2004.11.17,921.99,940.33,903.65,931.20,912.78,921.00,912.14
SWITZERLAND,2004.11.16,924.06,942.44,905.68,933.30,914.82,924.00,914.18
SWITZERLAND,2004.11.15,931.74,950.28,913.20,941.05,922.43,931.00,921.78
SWITZERLAND,2004.11.12,939.52,958.21,920.83,948.91,930.13,939.00,929.47
SWITZERLAND,2004.11.11,940.58,959.29,921.87,949.98,931.18,940.00,930.51
SWITZERLAND,2004.11.10,938.23,956.90,919.56,947.61,928.85,938.00,928.18
SWITZERLAND,2004.11.09,933.98,952.56,915.40,943.31,924.65,933.00,923.99
SWITZERLAND,2004.11.08,938.60,957.27,919.93,947.98,929.22,938.00,928.56
SWITZERLAND,2004.11.05,936.34,954.97,917.71,945.70,926.98,936.00,926.31
SWITZERLAND,2004.11.04,932.85,951.41,914.29,942.17,923.53,932.00,922.86
SWITZERLAND,2004.11.03,926.31,944.74,907.88,935.57,917.05,926.00,916.39
SWITZERLAND,2004.11.02,927.53,945.98,909.08,936.80,918.26,927.00,917.60
SWITZERLAND,2004.11.01,935.31,953.92,916.70,944.66,925.96,935.00,925.30
SWITZERLAND,2004.10.29,934.95,953.55,916.35,944.29,925.61,934.00,924.95
SWITZERLAND,2004.10.28,934.85,953.45,916.25,944.19,925.51,934.00,924.86
SWITZERLAND,2004.10.27,940.28,958.99,921.57,949.68,930.88,940.00,930.22
SWITZERLAND,2004.10.26,947.74,966.60,928.88,957.21,938.27,947.00,937.61
SWITZERLAND,2004.10.25,946.04,964.86,927.22,955.50,936.58,946.00,935.92
SWITZERLAND,2004.10.22,937.22,955.87,918.57,946.59,927.85,937.00,927.20
SWITZERLAND,2004.10.21,935.02,953.62,916.42,944.37,925.67,935.00,925.02
SWITZERLAND,2004.10.20,930.24,948.75,911.73,939.54,920.94,930.00,920.29
SWITZERLAND,2004.10.19,928.89,947.37,910.41,938.17,919.61,928.00,918.96
SWITZERLAND,2004.10.18,927.68,946.14,909.22,936.95,918.41,927.00,917.76
SWITZERLAND,2004.10.15,920.59,938.90,902.28,929.79,911.39,920.00,910.75
SWITZERLAND,2004.10.14,916.11,934.34,897.88,925.27,906.95,916.00,906.31
SWITZERLAND,2004.10.13,914.24,932.43,896.05,923.38,905.10,914.00,904.45
SWITZERLAND,2004.10.12,912.28,930.43,894.13,921.40,903.16,912.00,902.52
SWITZERLAND,2004.10.11,917.06,935.30,898.82,926.23,907.89,917.00,907.24
SWITZERLAND,2004.10.08,912.70,930.86,894.54,921.82,903.58,912.00,902.93
SWITZERLAND,2004.10.07,911.04,929.16,892.92,920.15,901.93,911.00,901.29
SWITZERLAND,2004.10.06,913.49,931.66,895.32,922.62,904.36,913.00,903.73
SWITZERLAND,2004.10.05,908.56,926.64,890.48,917.64,899.48,908.00,898.85
SWITZERLAND,2004.10.04,916.89,935.13,898.65,926.05,907.73,916.00,907.09
SWITZERLAND,2004.10.01,921.79,940.13,903.45,931.00,912.58,921.00,911.94
SWITZERLAND,2004.09.30,915.25,933.46,897.04,924.40,906.10,915.00,905.47
SWITZERLAND,2004.09.24,912.43,930.58,894.28,921.55,903.31,912.00,902.69
SWITZERLAND,2004.09.23,910.48,928.59,892.37,919.58,901.38,910.00,900.76
SWITZERLAND,2004.09.22,912.22,930.37,894.07,921.34,903.10,912.00,902.47
SWITZERLAND,2004.09.21,902.01,919.95,884.07,911.03,892.99,902.00,892.37
SWITZERLAND,2004.09.20,902.16,920.11,884.21,911.18,893.14,902.00,892.52
SWITZERLAND,2004.09.17,903.82,921.80,885.84,912.85,894.79,903.00,894.17
SWITZERLAND,2004.09.16,902.52,920.48,884.56,911.54,893.50,902.00,892.89
SWITZERLAND,2004.09.15,907.94,926.00,889.88,917.01,898.87,907.00,898.26
SWITZERLAND,2004.09.14,910.98,929.10,892.86,920.08,901.88,910.00,901.27
SWITZERLAND,2004.09.13,910.90,929.02,892.78,920.00,901.80,910.00,901.19
SWITZERLAND,2004.09.10,911.06,929.19,892.93,920.17,901.95,911.00,901.34
SWITZERLAND,2004.09.09,908.67,926.75,890.59,917.75,899.59,908.00,898.99
SWITZERLAND,2004.09.08,904.48,922.47,886.49,913.52,895.44,904.00,894.84
SWITZERLAND,2004.09.07,907.79,925.85,889.73,916.86,898.72,907.00,898.12
SWITZERLAND,2004.09.06,907.65,925.71,889.59,916.72,898.58,907.00,897.98
SWITZERLAND,2004.09.03,912.34,930.49,894.19,921.46,903.22,912.00,902.63
SWITZERLAND,2004.09.02,912.37,930.52,894.22,921.49,903.25,912.00,902.66
SWITZERLAND,2004.09.01,910.72,928.84,892.60,919.82,901.62,910.00,901.03
SWITZERLAND,2004.08.31,903.96,921.94,885.98,912.99,894.93,903.00,894.35
SWITZERLAND,2004.08.30,901.11,919.04,883.18,910.12,892.10,901.00,891.52
SWITZERLAND,2004.08.27,907.52,925.57,889.47,916.59,898.45,907.00,897.87
SWITZERLAND,2004.08.26,906.21,924.24,888.18,915.27,897.15,906.00,896.57
SWITZERLAND,2004.08.25,909.55,927.65,891.45,918.64,900.46,909.00,899.88
SWITZERLAND,2004.08.24,911.96,930.10,893.82,921.07,902.85,911.00,902.28
SWITZERLAND,2004.08.23,921.45,939.78,903.12,930.66,912.24,921.00,911.66
SWITZERLAND,2004.08.20,929.76,948.26,911.26,939.05,920.47,929.00,919.89
SWITZERLAND,2004.08.19,928.39,946.86,909.92,937.67,919.11,928.00,918.53
SWITZERLAND,2004.08.18,930.22,948.73,911.71,939.52,920.92,930.00,920.34
SWITZERLAND,2004.08.17,934.91,953.51,916.31,944.25,925.57,934.00,924.98
SWITZERLAND,2004.08.16,934.38,952.97,915.79,943.72,925.04,934.00,924.45
SWITZERLAND,2004.08.13,921.73,940.07,903.39,930.94,912.52,921.00,911.94
SWITZERLAND,2004.08.12,920.86,939.18,902.54,930.06,911.66,920.00,911.08
SWITZERLAND,2004.08.11,920.62,938.94,902.30,929.82,911.42,920.00,910.84
SWITZERLAND,2004.08.10,921.53,939.86,903.20,930.74,912.32,921.00,911.74
SWITZERLAND,2004.08.09,923.45,941.82,905.08,932.68,914.22,923.00,913.63
SWITZERLAND,2004.08.06,912.63,930.79,894.47,921.75,903.51,912.00,902.92
SWITZERLAND,2004.08.05,913.19,931.36,895.02,922.32,904.06,913.00,903.47
SWITZERLAND,2004.08.04,910.84,928.96,892.72,919.94,901.74,910.00,901.16
SWITZERLAND,2004.08.03,911.51,929.64,893.38,920.62,902.40,911.00,901.81
SWITZERLAND,2004.08.02,914.36,932.55,896.17,923.50,905.22,914.00,904.64
SWITZERLAND,2004.07.30,915.06,933.26,896.86,924.21,905.91,915.00,905.32
SWITZERLAND,2004.07.29,917.68,935.94,899.42,926.85,908.51,917.00,907.92
SWITZERLAND,2004.07.28,916.04,934.26,897.82,925.20,906.88,916.00,906.29
SWITZERLAND,2004.07.27,921.37,939.70,903.04,930.58,912.16,921.00,911.57
SWITZERLAND,2004.07.26,919.77,938.07,901.47,928.96,910.58,919.00,909.99
SWITZERLAND,2004.07.23,933.93,952.51,915.35,943.26,924.60,933.00,924.00
SWITZERLAND,2004.07.22,929.25,947.74,910.76,938.54,919.96,929.00,919.36
SWITZERLAND,2004.07.21,932.27,950.82,913.72,941.59,922.95,932.00,922.35
SWITZERLAND,2004.07.20,944.66,963.45,925.87,954.10,935.22,944.00,934.61
SWITZERLAND,2004.07.19,943.28,962.05,924.51,952.71,933.85,943.00,933.24
SWITZERLAND,2004.07.16,943.14,961.90,924.38,952.57,933.71,943.00,933.10
SWITZERLAND,2004.07.15,941.30,960.03,922.57,950.71,931.89,941.00,931.29
SWITZERLAND,2004.07.14,933.38,951.95,914.81,942.71,924.05,933.00,923.45
SWITZERLAND,2004.07.13,931.39,949.92,912.86,940.70,922.08,931.00,921.48
SWITZERLAND,2004.07.12,938.39,957.06,919.72,947.77,929.01,938.00,928.41
SWITZERLAND,2004.07.09,939.12,957.80,920.44,948.51,929.73,939.00,929.13
SWITZERLAND,2004.07.08,935.95,954.57,917.33,945.30,926.60,935.00,926.01
SWITZERLAND,2004.07.07,937.35,956.00,918.70,946.72,927.98,937.00,927.39
SWITZERLAND,2004.07.06,935.98,954.60,917.36,945.33,926.63,935.00,926.04
SWITZERLAND,2004.07.05,935.03,953.63,916.43,944.38,925.68,935.00,925.08
SWITZERLAND,2004.07.02,925.71,944.13,907.29,934.96,916.46,925.00,915.87
SWITZERLAND,2004.07.01,920.83,939.15,902.51,930.03,911.63,920.00,911.04
SWITZERLAND,2004.06.30,913.22,931.39,895.05,922.35,904.09,913.00,903.51
SWITZERLAND,2004.06.29,917.85,936.11,899.59,927.02,908.68,917.00,908.10
SWITZERLAND,2004.06.28,919.43,937.72,901.14,928.62,910.24,919.00,909.66
SWITZERLAND,2004.06.25,923.76,942.14,905.38,932.99,914.53,923.00,913.94
SWITZERLAND,2004.06.24,920.44,938.75,902.13,929.64,911.24,920.00,910.65
SWITZERLAND,2004.06.23,932.92,951.48,914.36,942.24,923.60,932.00,923.01
SWITZERLAND,2004.06.22,925.61,944.02,907.20,934.86,916.36,925.00,915.77
SWITZERLAND,2004.06.21,929.97,948.47,911.47,939.26,920.68,929.00,920.09
SWITZERLAND,2004.06.18,922.17,940.52,903.82,931.39,912.95,922.00,912.36
SWITZERLAND,2004.06.17,914.28,932.47,896.09,923.42,905.14,914.00,904.58
SWITZERLAND,2004.06.16,925.24,943.65,906.83,934.49,915.99,925.00,915.42
SWITZERLAND,2004.06.15,926.20,944.63,907.77,935.46,916.94,926.00,916.37
SWITZERLAND,2004.06.14,921.08,939.40,902.76,930.29,911.87,921.00,911.30
SWITZERLAND,2004.06.11,926.97,945.41,908.53,936.23,917.71,926.00,917.14
SWITZERLAND,2004.06.10,924.05,942.43,905.67,933.29,914.81,924.00,914.26
SWITZERLAND,2004.06.09,931.18,949.71,912.65,940.49,921.87,931.00,921.31
SWITZERLAND,2004.06.08,938.18,956.84,919.52,947.56,928.80,938.00,928.24
SWITZERLAND,2004.06.07,936.88,955.52,918.24,946.24,927.52,936.00,926.97
SWITZERLAND,2004.06.04,929.70,948.20,911.20,938.99,920.41,929.00,919.87
SWITZERLAND,2004.06.03,932.94,951.50,914.38,942.26,923.62,932.00,923.07
SWITZERLAND,2004.06.02,936.48,955.11,917.85,945.84,927.12,936.00,926.57
SWITZERLAND,2004.06.01,930.79,949.31,912.27,940.09,921.49,930.00,920.95
SWITZERLAND,2004.05.31,926.60,945.03,908.17,935.86,917.34,926.00,916.80
SWITZERLAND,2004.05.28,935.63,954.24,917.02,944.98,926.28,935.00,925.73
SWITZERLAND,2004.05.27,925.40,943.81,906.99,934.65,916.15,925.00,915.61
SWITZERLAND,2004.05.25,923.90,942.28,905.52,933.13,914.67,923.00,914.13
SWITZERLAND,2004.05.24,915.11,933.32,896.90,924.26,905.96,915.00,905.43
SWITZERLAND,2004.05.21,919.71,938.01,901.41,928.90,910.52,919.00,909.98
SWITZERLAND,2004.05.20,914.93,933.13,896.73,924.07,905.79,914.00,905.26
SWITZERLAND,2004.05.19,917.36,935.61,899.11,926.53,908.19,917.00,907.65
SWITZERLAND,2004.05.18,922.28,940.63,903.93,931.50,913.06,922.00,912.52
SWITZERLAND,2004.05.17,921.37,939.70,903.04,930.58,912.16,921.00,911.62
SWITZERLAND,2004.05.14,909.44,927.53,891.35,918.53,900.35,909.00,899.82
SWITZERLAND,2004.05.13,914.46,932.65,896.27,923.60,905.32,914.00,904.78
SWITZERLAND,2004.05.12,909.62,927.72,891.52,918.71,900.53,909.00,899.99
SWITZERLAND,2004.05.11,916.12,934.35,897.89,925.28,906.96,916.00,906.42
SWITZERLAND,2004.05.10,906.38,924.41,888.35,915.44,897.32,906.00,896.79
SWITZERLAND,2004.05.07,910.79,928.91,892.67,919.89,901.69,910.00,901.15
SWITZERLAND,2004.05.06,915.52,933.73,897.31,924.67,906.37,915.00,905.83
SWITZERLAND,2004.05.04,900.33,918.24,882.42,909.33,891.33,900.00,890.80
SWITZERLAND,2004.05.03,903.96,921.94,885.98,912.99,894.93,903.00,894.40
SWITZERLAND,2004.04.30,907.49,925.54,889.44,916.56,898.42,907.00,897.89
SWITZERLAND,2004.04.29,894.96,912.76,877.16,903.90,886.02,894.00,885.49
SWITZERLAND,2004.04.28,888.58,906.26,870.90,897.46,879.70,888.00,879.18
SWITZERLAND,2004.04.27,883.91,901.49,866.33,892.74,875.08,883.00,874.56
SWITZERLAND,2004.04.26,876.19,893.62,858.76,884.95,867.43,876.00,866.91
SWITZERLAND,2004.04.23,885.01,902.62,867.40,893.86,876.16,885.00,875.64
SWITZERLAND,2004.04.22,881.23,898.76,863.70,890.04,872.42,881.00,871.90
SWITZERLAND,2004.04.21,879.85,897.35,862.35,888.64,871.06,879.00,870.54
SWITZERLAND,2004.04.20,884.33,901.92,866.74,893.17,875.49,884.00,874.97
SWITZERLAND,2004.04.19,897.46,915.31,879.61,906.43,888.49,897.00,887.96
SWITZERLAND,2004.04.16,897.01,914.86,879.16,905.98,888.04,897.00,887.51
SWITZERLAND,2004.04.14,885.34,902.95,867.73,894.19,876.49,885.00,875.97
SWITZERLAND,2004.04.13,885.40,903.01,867.79,894.25,876.55,885.00,876.03
SWITZERLAND,2004.04.12,888.28,905.95,870.61,897.16,879.40,888.00,878.88
NEWZEALAND,2019.12.13,775.63,790.90,760.36,783.38,767.88,N/A,767.20
NEWZEALAND,2019.12.12,782.78,798.20,767.36,790.60,774.96,N/A,774.27
NEWZEALAND,2019.12.11,782.17,797.57,766.77,789.99,774.35,N/A,773.54
NEWZEALAND,2019.12.10,780.28,795.65,764.91,788.08,772.48,N/A,771.70
NEWZEALAND,2019.12.09,780.82,796.20,765.44,788.62,773.02,N/A,772.21
NEWZEALAND,2019.12.06,781.26,796.65,765.87,789.07,773.45,N/A,772.76
NEWZEALAND,2019.12.05,777.66,792.97,762.35,785.43,769.89,N/A,769.12
NEWZEALAND,2019.12.04,776.76,792.06,761.46,784.52,769.00,N/A,768.32
NEWZEALAND,2019.12.03,775.29,790.56,760.02,783.04,767.54,N/A,766.86
NEWZEALAND,2019.12.02,766.75,781.85,751.65,774.41,759.09,N/A,758.42
NEWZEALAND,2019.11.29,758.98,773.93,744.03,766.56,751.40,N/A,750.74
NEWZEALAND,2019.11.28,757.92,772.85,742.99,765.49,750.35,N/A,749.70
NEWZEALAND,2019.11.27,756.66,771.56,741.76,764.22,749.10,N/A,748.43
NEWZEALAND,2019.11.26,755.84,770.73,740.95,763.39,748.29,N/A,747.62
NEWZEALAND,2019.11.25,754.78,769.64,739.92,762.32,747.24,N/A,746.57
NEWZEALAND,2019.11.22,755.98,770.87,741.09,763.53,748.43,N/A,747.76
NEWZEALAND,2019.11.21,756.26,771.15,741.37,763.82,748.70,N/A,748.03
NEWZEALAND,2019.11.20,751.52,766.32,736.72,759.03,744.01,N/A,743.34
NEWZEALAND,2019.11.19,747.43,762.15,732.71,754.90,739.96,N/A,739.30
NEWZEALAND,2019.11.18,746.15,760.84,731.46,753.61,738.69,N/A,738.03
NEWZEALAND,2019.11.15,744.84,759.51,730.17,752.28,737.40,N/A,736.74
NEWZEALAND,2019.11.14,748.65,763.39,733.91,756.13,741.17,N/A,740.50
NEWZEALAND,2019.11.13,747.43,762.15,732.71,754.90,739.96,N/A,739.30
NEWZEALAND,2019.11.12,736.38,750.88,721.88,743.74,729.02,N/A,728.37
NEWZEALAND,2019.11.11,742.07,756.68,727.46,749.49,734.65,N/A,734.00
NEWZEALAND,2019.11.08,733.45,747.89,719.01,740.78,726.12,N/A,725.49
NEWZEALAND,2019.11.07,738.05,752.58,723.52,745.43,730.67,N/A,730.05
NEWZEALAND,2019.11.06,739.47,754.03,724.91,746.86,732.08,N/A,731.45
NEWZEALAND,2019.11.05,741.81,756.42,727.20,749.22,734.40,N/A,733.74
NEWZEALAND,2019.11.04,746.78,761.49,732.07,754.24,739.32,N/A,738.66
NEWZEALAND,2019.11.01,749.68,764.44,734.92,757.17,742.19,N/A,741.45
NEWZEALAND,2019.10.31,748.48,763.22,733.74,755.96,741.00,N/A,740.27
NEWZEALAND,2019.10.30,741.54,756.14,726.94,748.95,734.13,N/A,733.44
NEWZEALAND,2019.10.29,740.80,755.39,726.21,748.20,733.40,N/A,732.70
NEWZEALAND,2019.10.28,743.91,758.56,729.26,751.34,736.48,N/A,735.84
NEWZEALAND,2019.10.25,746.98,761.69,732.27,754.44,739.52,N/A,738.83
NEWZEALAND,2019.10.24,750.34,765.12,735.56,757.84,742.84,N/A,742.15
NEWZEALAND,2019.10.23,750.90,765.69,736.11,758.40,743.40,N/A,742.70
NEWZEALAND,2019.10.22,752.89,767.72,738.06,760.41,745.37,N/A,744.66
NEWZEALAND,2019.10.21,751.25,766.04,736.46,758.76,743.74,N/A,743.08
NEWZEALAND,2019.10.18,752.18,766.99,737.37,759.70,744.66,N/A,743.96
NEWZEALAND,2019.10.17,747.00,761.71,732.29,754.47,739.53,N/A,738.85
NEWZEALAND,2019.10.16,743.85,758.50,729.20,751.28,736.42,N/A,735.73
NEWZEALAND,2019.10.15,744.47,759.13,729.81,751.91,737.03,N/A,736.34
NEWZEALAND,2019.10.14,745.26,759.94,730.58,752.71,737.81,N/A,737.13
NEWZEALAND,2019.10.11,752.16,766.97,737.35,759.68,744.64,N/A,743.94
NEWZEALAND,2019.10.10,756.55,771.45,741.65,764.11,748.99,N/A,748.28
NEWZEALAND,2019.10.08,756.07,770.96,741.18,763.63,748.51,N/A,747.81
NEWZEALAND,2019.10.07,752.82,767.65,737.99,760.34,745.30,N/A,744.59
NEWZEALAND,2019.10.04,758.00,772.93,743.07,765.58,750.42,N/A,749.70
NEWZEALAND,2019.10.02,752.81,767.64,737.98,760.33,745.29,N/A,744.57
NEWZEALAND,2019.10.01,747.99,762.72,733.26,755.46,740.52,N/A,739.80
NEWZEALAND,2019.09.30,750.93,765.72,736.14,758.43,743.43,N/A,742.73
NEWZEALAND,2019.09.27,755.28,770.15,740.41,762.83,747.73,N/A,747.02
NEWZEALAND,2019.09.26,756.50,771.40,741.60,764.06,748.94,N/A,748.24
NEWZEALAND,2019.09.25,758.24,773.17,743.31,765.82,750.66,N/A,749.94
NEWZEALAND,2019.09.24,752.49,767.31,737.67,760.01,744.97,N/A,744.27
NEWZEALAND,2019.09.23,751.37,766.17,736.57,758.88,743.86,N/A,743.15
NEWZEALAND,2019.09.20,745.66,760.34,730.98,753.11,738.21,N/A,737.51
NEWZEALAND,2019.09.19,753.45,768.29,738.61,760.98,745.92,N/A,745.22
NEWZEALAND,2019.09.18,755.13,770.00,740.26,762.68,747.58,N/A,746.88
NEWZEALAND,2019.09.17,753.43,768.27,738.59,760.96,745.90,N/A,745.21
NEWZEALAND,2019.09.16,755.16,770.03,740.29,762.71,747.61,N/A,746.96
NEWZEALAND,2019.09.11,766.63,781.73,751.53,774.29,758.97,N/A,758.25
NEWZEALAND,2019.09.10,765.74,780.82,750.66,773.39,758.09,N/A,757.40
NEWZEALAND,2019.09.09,767.52,782.64,752.40,775.19,759.85,N/A,759.19
NEWZEALAND,2019.09.06,766.27,781.36,751.18,773.93,758.61,N/A,757.93
NEWZEALAND,2019.09.05,767.40,782.51,752.29,775.07,759.73,N/A,759.05
NEWZEALAND,2019.09.04,766.81,781.91,751.71,774.47,759.15,N/A,758.46
NEWZEALAND,2019.09.03,764.62,779.68,749.56,772.26,756.98,N/A,756.30
NEWZEALAND,2019.09.02,764.78,779.84,749.72,772.42,757.14,N/A,756.47
NEWZEALAND,2019.08.30,762.83,777.85,747.81,770.45,755.21,N/A,754.54
NEWZEALAND,2019.08.29,769.53,784.68,754.38,777.22,761.84,N/A,761.15
NEWZEALAND,2019.08.28,771.63,786.83,756.43,779.34,763.92,N/A,763.23
NEWZEALAND,2019.08.27,773.50,788.73,758.27,781.23,765.77,N/A,765.09
NEWZEALAND,2019.08.26,774.43,789.68,759.18,782.17,766.69,N/A,765.99
NEWZEALAND,2019.08.23,771.77,786.97,756.57,779.48,764.06,N/A,763.38
NEWZEALAND,2019.08.22,771.62,786.82,756.42,779.33,763.91,N/A,763.23
NEWZEALAND,2019.08.21,771.44,786.63,756.25,779.15,763.73,N/A,762.98
NEWZEALAND,2019.08.20,774.85,790.11,759.59,782.59,767.11,N/A,766.35
NEWZEALAND,2019.08.19,776.48,791.77,761.19,784.24,768.72,N/A,768.04
